Commerce Cloud Product Active Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productID,revenueDay,unitsDay,ordersDay,impressionsDay,viewsDay,avgSalesPriceDay,conversionDay,revenueWeek,unitsWeek,ordersWeek,impressionsWeek,viewsWeek,avgSalesPriceWeek,conversionWeek,revenueMonth,unitsMonth,ordersMonth,impressionsMonth,viewsMonth,avgSalesPriceMonth,conversionMonth,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,24.26,1,1,163,21,24.26,0.006107,111.1,5,5,1129,120,22.22,0.004357,757.2,34,30,5894,569,25.24,0.006189,5387.45,265,265,42261,5380,20.33,0.006839
7.02E+11,12.16,4,4,218,24,3.04,0.024428,93.31,37,31,1796,161,3.01,0.027014,314.08,106,104,6970,804,3.02,0.021454,3075.15,1409,1235,66239,6722,2.49,0.03187
7.02E+11,9.2,4,4,116,57,2.3,0.024428,66.42,29,27,946,414,2.46,0.023528,218.09,116,113,3639,2034,1.93,0.02331,1869.93,980,789,29141,14849,2.37,0.020361
7.02E+11,20,4,4,184,35,5,0.024428,154.8,32,30,1259,220,5.16,0.026142,667.68,119,107,5530,966,6.24,0.022073,3259.62,672,546,18441,4700,5.97,0.01409
7.02E+11,43.16,1,1,47,10,43.16,0.006107,192.2,5,5,331,63,38.44,0.004357,1849.68,43,36,1358,300,51.38,0.007426,2633.4,66,60,3123,466,43.89,0.001548
7.02E+11,70.91,8,7,123,42,10.13,0.042749,705.28,68,58,1012,299,12.16,0.050542,2833.92,296,256,3848,1137,11.07,0.052809,9820.17,1072,999,14390,4742,9.83,0.02578
7.02E+11,16.56,9,8,112,34,2.07,0.048856,132.6,77,68,895,191,1.95,0.059256,573.18,261,246,3346,1100,2.33,0.050746,1066.84,721,596,10202,2905,1.79,0.01538
7.02E+11,159.6,7,6,141,41,26.6,0.036642,1250.92,47,44,1168,286,28.43,0.038342,4451.2,173,160,3735,1371,27.82,0.033006,78203.33,2696,2437,58427,13309,32.09,0.062889
7.02E+11,33.77,1,1,120,13,33.77,0.006107,274.96,8,7,864,82,39.28,0.0061,894.63,36,33,3321,323,27.11,0.006807,7096.5,227,225,26227,4132,31.54,0.005806
7.02E+11,2.5,1,1,38,3,2.5,0.006107,12.72,7,6,260,21,2.12,0.005228,72.02,29,26,1156,109,2.77,0.005363,593.28,298,288,8468,557,2.06,0.007432
7.02E+11,28.94,2,2,213,52,14.47,0.012214,205.5,16,15,1621,380,13.7,0.013071,432.72,43,36,3204,782,12.02,0.007426,311.25,30,25,3268,735,12.45,0.000645
7.02E+11,44.28,1,1,209,27,44.28,0.006107,343.7,7,7,1376,167,49.1,0.0061,1220.94,36,34,6689,734,35.91,0.007014,5678.4,142,130,39254,3947,43.68,0.003355
7.08E+11,17.95,5,5,219,47,3.59,0.030535,157.7,41,38,1610,343,4.15,0.033114,495.17,199,169,7197,1165,2.93,0.034862,5613.3,2165,1782,76542,15725,3.15,0.045986
7.08E+11,90,1,1,172,18,90,0.006107,696.36,8,7,1451,111,99.48,0.0061,2709.4,38,31,5514,462,87.4,0.006395,25272.17,299,253,56825,5806,99.89,0.006529
7.08E+11,140,2,2,53,16,70,0.012214,1013.87,15,13,353,124,77.99,0.011328,4868.41,75,61,1508,396,79.81,0.012583,36824.22,606,486,11567,3529,75.77,0.012542
7.08E+11,420,6,6,77,31,70,0.036642,3136,47,40,643,188,78.4,0.034856,11383.02,209,198,2837,826,57.49,0.040845,78172.65,1296,1115,14074,6114,70.11,0.028774
7.08E+11,360,4,4,111,22,90,0.024428,2408.64,35,32,715,141,75.27,0.027885,7929.23,98,79,2135,333,100.37,0.016297,6543.69,64,59,2147,427,110.91,0.001523
7.08E+11,400,17,16,204,67,25,0.097712,2787.84,101,96,1233,516,29.04,0.083655,11984.58,438,417,7009,1961,28.74,0.086021,136656.52,7088,6826,67032,30524,20.02,0.176151
7.08E+11,240,4,4,143,53,60,0.024428,2014.32,34,33,1172,312,61.04,0.028756,6359.64,130,113,3578,1540,56.28,0.02331,109303.6,1566,1516,55717,17575,72.1,0.039122
7.08E+11,55,1,1,45,14,55,0.006107,472.71,7,7,337,121,67.53,0.0061,1710.72,40,36,1349,435,47.52,0.007426,25172.35,373,371,18856,4584,67.85,0.009574
7.08E+11,195,3,3,234,31,65,0.018321,1610.5,30,25,1640,252,64.42,0.021785,3838.6,70,68,5035,684,56.45,0.014027,3571.75,69,65,6915,877,54.95,0.001677
7.08E+11,432,3,3,225,24,144,0.018321,2438.82,19,18,1874,207,135.49,0.015685,12703.15,84,83,8211,693,153.05,0.017122,119565.48,1134,916,89885,8354,130.53,0.023638
7.08E+11,25,1,1,28,7,25,0.006107,144.06,6,6,221,59,24.01,0.005228,745.5,37,35,944,224,21.3,0.00722,5318.55,240,223,4619,1771,23.85,0.005755
7.08E+11,440,9,8,111,43,55,0.048856,2304.96,58,48,802,342,48.02,0.041828,15783.3,340,285,3050,1370,55.38,0.058791,114161.52,1911,1826,21463,9864,62.52,0.047122
7.08E+11,420,8,7,99,37,60,0.042749,3041,59,50,829,319,60.82,0.04357,12191.96,257,229,2993,1037,53.24,0.047239,164752.56,2775,2359,32138,11851,69.84,0.060876
7.08E+11,13.08,3,3,243,27,4.36,0.018321,84.04,23,22,1391,202,3.82,0.019171,432,122,100,5979,997,4.32,0.020629,3606.2,788,730,61916,9057,4.94,0.018838
7.08E+11,49.45,1,1,81,18,49.45,0.006107,270.85,5,5,630,155,54.17,0.004357,1264.32,26,24,2574,601,52.68,0.004951,27054.72,530,448,29833,8208,60.39,0.011561
7.08E+11,120.1,5,5,185,50,24.02,0.030535,1091.58,45,42,1272,399,25.99,0.036599,3988.25,197,175,5122,1614,22.79,0.0361,44902.9,1989,1610,74691,22007,27.89,0.041548
7.08E+11,127.71,9,9,175,73,14.19,0.054963,974.44,75,68,1049,420,14.33,0.059256,4445.21,270,253,6170,2182,17.57,0.05219,54761.75,3614,3455,51142,33087,15.85,0.089159
7.08E+11,300,6,6,218,45,50,0.036642,2356.2,51,44,1817,326,53.55,0.038342,9807.91,191,167,7832,1642,58.73,0.03445,15778.84,343,329,13952,3428,47.96,0.00849
7.08E+11,270.99,9,9,217,52,30.11,0.054963,2628.78,81,77,1691,364,34.14,0.067098,8703.15,295,255,6129,1273,34.13,0.052603,107115.07,3574,3361,75785,18511,31.87,0.086734
7.08E+11,129.51,3,3,79,17,43.17,0.018321,682.86,19,19,677,146,35.94,0.016557,4030.02,125,102,2961,424,39.51,0.021041,22134.28,580,491,13352,2545,45.08,0.012671
7.08E+11,3.01,1,1,38,4,3.01,0.006107,18.6,7,6,243,30,3.1,0.005228,74.25,30,25,1309,135,2.97,0.005157,592.96,232,218,9026,1312,2.72,0.005626
7.08E+11,30,1,1,84,9,30,0.006107,0,0,0,90,9,24.93,0,0,0,0,81,7,35.13,0,27.15,1,1,73,9,27.15,0.000026
7.08E+11,90,3,3,60,15,30,0.018321,490.01,21,19,455,118,25.79,0.016557,3505.92,109,96,1717,458,36.52,0.019803,6999.93,276,271,5801,1601,25.83,0.006993
7.08E+11,120,4,4,229,46,30,0.024428,739.2,27,24,1731,389,30.8,0.020914,3681.6,145,130,6043,1537,28.32,0.026817,30049.23,1251,1227,101838,20551,24.49,0.031664
7.08E+11,30,1,1,82,20,30,0.006107,202.65,7,7,701,129,28.95,0.0061,898.1,36,35,2241,705,25.66,0.00722,6465.7,249,205,14976,4664,31.54,0.00529
7.08E+11,40,1,1,99,11,40,0.006107,199.68,6,6,832,88,33.28,0.005228,1254.83,30,29,2848,272,43.27,0.005982,16801.98,387,338,36754,3518,49.71,0.008722
7.08E+11,936,8,8,185,60,117,0.048856,7544.88,56,56,1340,398,134.73,0.048799,25532.31,233,213,6461,1761,119.87,0.043939,245324.52,2328,1876,44650,14371,130.77,0.048412
7.08E+11,360,4,4,235,79,90,0.024428,2908.62,30,26,1723,461,111.87,0.022657,12662.96,146,136,7525,2704,93.11,0.028055,108385.2,1458,1320,96214,27025,82.11,0.034064
7.08E+11,720,8,8,113,34,90,0.048856,5342.67,70,69,915,237,77.43,0.060127,27621.9,306,282,4016,981,97.95,0.058173,240650.2,2678,2660,43747,11730,90.47,0.068644
7.08E+11,540,5,5,93,27,108,0.030535,2782.8,30,30,634,199,92.76,0.026142,17556.55,163,137,2513,684,128.15,0.028261,266992.3,2434,2081,27256,7890,128.3,0.053702
7.08E+11,1836,20,17,167,76,108,0.103819,16440.3,155,135,1113,559,121.78,0.11764,53981.12,545,544,4175,2083,99.23,0.11222,361620,4066,3500,48660,21737,103.32,0.090321
7.08E+11,324,3,3,233,67,108,0.018321,2322.94,19,19,1884,460,122.26,0.016557,9681.02,102,86,6862,2027,112.57,0.017741,38385.84,411,376,25986,9064,102.09,0.009703
7.08E+11,315,2,2,149,34,157.5,0.012214,1941.48,13,12,1155,252,161.79,0.010457,10436.29,81,71,4373,856,146.99,0.014646,121354.67,927,757,55257,14828,160.31,0.019535
7.08E+11,1102.5,7,7,86,35,157.5,0.042749,7205.08,48,43,666,293,167.56,0.037471,26852.64,200,172,2463,950,156.12,0.035481,535966.2,3527,2970,28678,12193,180.46,0.076644
7.08E+11,171,2,2,114,18,85.5,0.012214,1209.65,13,13,955,136,93.05,0.011328,6288.1,66,65,3484,549,96.74,0.013409,75487.38,1054,874,48248,5100,86.37,0.022554
7.08E+11,300,5,5,238,90,60,0.030535,2131.8,43,38,1524,699,56.1,0.033114,10651.52,187,187,6769,2466,56.96,0.038575,70212.4,1603,1285,86069,28137,54.64,0.033161
72516759M,900,17,15,155,70,60,0.091605,6548.08,95,88,1224,585,74.41,0.076684,22622.32,435,406,4022,2214,55.72,0.083752,340076.31,6623,6153,53239,21427,55.27,0.158784
7.27E+11,240,4,4,226,61,60,0.024428,1826.1,36,30,1538,423,60.87,0.026142,7761.3,140,123,5862,2057,63.1,0.025373,57997.77,1197,1119,70343,13311,51.83,0.028877
7.27E+11,60,1,1,56,13,60,0.006107,339.72,6,6,338,88,56.62,0.005228,1666.75,29,25,1636,390,66.67,0.005157,17686.08,354,288,15764,3419,61.41,0.007432
7.27E+11,300,5,5,199,24,60,0.030535,2932.8,44,40,1594,145,73.32,0.034856,8462.43,155,153,5384,847,55.31,0.031562,40638.07,799,647,25412,3134,62.81,0.016696
7.27E+11,180,3,3,135,18,60,0.018321,1458.43,25,23,1172,152,63.41,0.020042,6551,106,100,3856,564,65.51,0.020629,26578.52,614,503,19376,3286,52.84,0.01298
7.27E+11,168.9,17,15,230,81,11.26,0.091605,1538.75,144,125,1891,668,12.31,0.108926,4097.28,386,384,5808,2623,10.67,0.079214,81614.12,6498,6118,96441,23984,13.34,0.157881
7.27E+11,143.96,4,4,122,41,35.99,0.024428,898.75,30,25,1039,339,35.95,0.021785,4560.6,125,110,3358,1489,41.46,0.022691,52335.14,1356,1262,39892,18055,41.47,0.032567
7.27E+11,37.85,5,5,174,23,7.57,0.030535,211.4,29,28,1220,148,7.55,0.024399,1165.29,183,179,4730,685,6.51,0.036925,10499.2,1716,1544,46904,9093,6.8,0.039844
73910432M,157.64,8,7,226,65,22.52,0.042749,1305.2,54,52,1454,373,25.1,0.045313,4398.12,252,228,8420,1687,19.29,0.047033,31595.1,1638,1311,42567,11291,24.1,0.033832
73910532M,162.8,4,4,198,24,40.7,0.024428,1516.02,37,33,1559,154,45.94,0.028756,4807.44,140,132,6396,600,36.42,0.02723,40150.89,1426,1209,65832,9327,33.21,0.031199
7.40E+11,92.58,3,3,171,52,30.86,0.018321,162.9,7,6,356,94,27.15,0.005228,134.44,4,4,413,97,33.61,0.000825,241.5,8,7,300,86,34.5,0.000181
7.40E+11,29.68,4,4,99,42,7.42,0.024428,262.02,37,33,757,298,7.94,0.028756,845.88,144,133,3060,1052,6.36,0.027436,958.32,131,121,3155,1536,7.92,0.003123
7.40E+11,78.44,4,4,81,27,19.61,0.024428,513.27,31,27,623,189,19.01,0.023528,2486.9,150,130,2822,774,19.13,0.026817,17519.46,901,826,19675,8378,21.21,0.021316
7.40E+11,286.26,7,6,195,40,47.71,0.036642,1912.32,56,48,1293,228,39.84,0.041828,11392.88,226,212,4997,1203,53.74,0.043733,69999.18,1652,1614,51304,12200,43.37,0.041651
7.40E+11,10.64,2,2,178,17,5.32,0.012214,75.6,15,14,1347,104,5.4,0.0122,270.72,57,48,4305,429,5.64,0.009902,3570.37,673,641,76898,5962,5.57,0.016542
7.40E+11,22.29,1,1,49,10,22.29,0.006107,142.68,6,6,326,65,23.78,0.005228,769.92,36,32,1579,306,24.06,0.006601,6894.18,333,306,13454,3001,22.53,0.007897
7.40E+11,10.58,1,1,35,8,10.58,0.006107,65.59,7,7,255,53,9.37,0.0061,358.05,37,31,1250,288,11.55,0.006395,4099.15,386,319,11220,2942,12.85,0.008232
7.40E+11,36.49,1,1,58,28,36.49,0.006107,279.44,8,8,441,201,34.93,0.006971,1224.7,42,37,1893,904,33.1,0.007633,12421.89,411,351,17158,8624,35.39,0.009058
7.40E+11,17.25,1,1,140,26,17.25,0.006107,140.56,8,8,1063,199,17.57,0.006971,354,27,25,4780,929,14.16,0.005157,3281.35,181,155,21726,5941,21.17,0.004
7.40E+11,202.5,9,9,245,120,22.5,0.054963,1895.04,86,72,2095,957,26.32,0.062741,7435.8,327,306,8739,3080,24.3,0.063123,20938.05,822,805,23159,14088,26.01,0.020774
7.40E+11,127.23,3,3,161,24,42.41,0.018321,704,23,20,977,185,35.2,0.017428,5303.47,125,103,4127,824,51.49,0.021247,18584.96,476,409,17650,2632,45.44,0.010555
7.40E+11,47.94,2,2,31,14,23.97,0.012214,289.24,16,14,259,102,20.66,0.0122,1926.22,82,74,883,457,26.03,0.015265,21260.32,826,712,14105,4826,29.86,0.018374
7.40E+11,213.71,7,7,245,44,30.53,0.042749,1207.87,45,43,1571,356,28.09,0.037471,7696.25,248,235,8205,1463,32.75,0.048477,10971.36,422,401,12326,2275,27.36,0.010348
7.40E+11,26.88,6,6,155,46,4.48,0.036642,225.96,45,42,1018,381,5.38,0.036599,708.75,201,175,3948,1285,4.05,0.0361,1856.4,423,357,9059,2365,5.2,0.009213
7.40E+11,467.6,17,14,142,62,33.4,0.085498,4058.01,109,99,1078,391,40.99,0.086269,15256.15,523,479,4565,2003,31.85,0.098811,139441.8,3778,3356,40688,17148,41.55,0.086605
7.40E+11,24.76,4,4,103,42,6.19,0.024428,221.7,33,30,830,348,7.39,0.026142,799.7,116,110,3592,1352,7.27,0.022691,10470.39,1817,1533,44207,16215,6.83,0.03956
7.40E+11,210,3,3,51,14,70,0.018321,1322.82,20,18,322,107,73.49,0.015685,6378.68,78,77,1489,370,82.84,0.015884,59682.7,850,770,17877,4224,77.51,0.019871
7.40E+11,4200,9,8,238,74,525,0.048856,33307.86,66,59,2002,454,564.54,0.051413,125715.12,285,249,8391,2523,504.88,0.051365,1459682.18,2987,2453,90018,28165,595.06,0.063302
7.40E+11,270,3,3,55,23,90,0.018321,2662.32,28,24,358,149,110.93,0.020914,9094.8,127,106,2004,754,85.8,0.021866,117307.56,1567,1266,19636,7091,92.66,0.03267
7.40E+11,675,6,5,161,31,135,0.030535,4845.12,33,32,919,221,151.41,0.027885,17735.55,149,133,3993,995,133.35,0.027436,109483.44,761,734,32452,5852,149.16,0.018942
7.40E+11,161.5,2,2,191,20,80.75,0.012214,1457.58,18,17,1452,112,85.74,0.014814,5749.54,60,58,6758,687,99.13,0.011965,18691.5,267,255,31080,3192,73.3,0.006581
7.40E+11,807.5,10,10,168,67,80.75,0.06107,7021.64,79,76,1327,425,92.39,0.066227,31181.28,383,312,4851,1902,99.94,0.064361,234848,3627,3580,53296,19825,65.6,0.092385
7.40E+11,648,6,6,129,25,108,0.036642,4227.56,37,34,749,187,124.34,0.029628,17341.05,206,193,3698,646,89.85,0.039813,21887.01,273,243,5304,1028,90.07,0.006271
7.40E+11,756,8,7,213,91,108,0.042749,5326.04,52,47,1607,756,113.32,0.040956,18329.19,206,201,6880,2873,91.19,0.041463,157973.76,1359,1306,52644,15770,120.96,0.033703
7.40E+11,126,1,1,80,8,126,0.006107,1023.68,7,7,585,46,146.24,0.0061,3768.64,35,32,2995,199,117.77,0.006601,20203.2,166,138,13191,1117,146.4,0.003561
7.40E+11,1764,14,14,249,80,126,0.085498,17559.64,143,119,1721,448,147.56,0.103698,58289.91,414,399,6192,2870,146.09,0.082308,873025.2,6574,6155,98421,29284,141.84,0.158835
7.40E+11,270,3,3,64,24,90,0.018321,1437.16,22,19,523,170,75.64,0.016557,6227.63,83,73,1855,866,85.31,0.015059,86700.33,1200,1059,21490,8596,81.87,0.027328
7.40E+11,180,2,2,71,17,90,0.012214,1477.7,14,14,587,144,105.55,0.0122,5614.98,65,58,2288,441,96.81,0.011965,69160.5,702,675,27753,6488,102.46,0.017419
7.40E+11,675,5,5,45,21,135,0.030535,5445.66,39,33,360,146,165.02,0.028756,17046.12,175,156,1533,570,109.27,0.032181,260255.35,2416,2185,15947,6354,119.11,0.056386
7.40E+11,361,4,4,82,26,90.25,0.024428,1817.04,29,24,478,176,75.71,0.020914,14855.04,174,144,2400,630,103.16,0.029705,104208.78,1208,1118,19128,7240,93.21,0.028851
7.40E+11,144,1,1,79,9,144,0.006107,959.16,6,6,680,63,159.86,0.005228,4874.13,33,31,2154,232,157.23,0.006395,52327.8,324,315,30977,3581,166.12,0.008129
7.40E+11,1782,12,11,135,54,162,0.067177,12208.16,90,82,1046,320,148.88,0.071456,38537.13,297,291,4044,1505,132.43,0.060029,291562.96,2084,1924,18808,8001,151.54,0.049651
7.40E+11,810,5,5,95,26,162,0.030535,5328.28,36,31,652,201,171.88,0.027014,30661.95,185,165,2930,629,185.83,0.034037,250092.24,1927,1812,30202,10526,138.02,0.04676
7.40E+11,162,1,1,25,8,162,0.006107,1262.31,7,7,163,60,180.33,0.0061,5544.64,34,32,884,222,173.27,0.006601,50270.76,421,356,9116,2918,141.21,0.009187
7.40E+11,240,4,4,128,43,60,0.024428,1905,33,30,975,286,63.5,0.026142,10062.12,176,142,3149,1513,70.86,0.029293,31428.52,459,431,10351,3781,72.92,0.011122
7.40E+11,660,13,11,157,72,60,0.067177,3277.56,74,66,997,429,49.66,0.057513,10028.34,230,189,2382,1011,53.06,0.038988,11067.84,176,162,2671,897,68.32,0.004181
7.40E+11,32.61,3,3,244,51,10.87,0.018321,304.8,24,24,1447,345,12.7,0.020914,1092.92,95,89,6657,1842,12.28,0.018359,3521.52,461,402,35237,6570,8.76,0.010374
7.40E+11,1785,18,15,201,98,119,0.091605,11728.38,101,94,1272,583,124.77,0.081912,71472.88,544,526,5386,3420,135.88,0.108506,541387.08,4324,3989,43375,26898,135.72,0.10294
7.40E+11,450,19,18,196,78,25,0.109926,2419.08,121,114,1348,477,21.22,0.099341,16381.52,633,614,5083,2829,26.68,0.12666,178169.6,7246,6560,51956,23041,27.16,0.169287
7.40E+11,120,2,2,232,32,60,0.012214,848.52,13,12,2013,205,70.71,0.010457,4489.38,74,63,6646,832,71.26,0.012996,21819.04,347,332,56165,6331,65.72,0.008568
7.40E+11,210,3,3,119,17,70,0.018321,1035.68,19,16,589,75,64.73,0.013943,1216.98,21,18,726,68,67.61,0.003713,840.7,15,14,494,77,60.05,0.000361
7.40E+11,57.6,9,9,196,39,6.4,0.054963,475.8,72,65,1508,274,7.32,0.056642,1906.84,248,247,6859,1122,7.72,0.050953,15788.34,2244,2151,40217,9475,7.34,0.055509
7.40E+11,1944,12,12,188,74,162,0.073284,16832.76,88,84,1530,594,200.39,0.073198,58452.14,378,362,5543,2144,161.47,0.074675,479328.72,3139,2613,32135,14248,183.44,0.067431
7.40E+11,65,1,1,33,4,65,0.006107,479.71,8,7,191,33,68.53,0.0061,2266.93,33,29,831,102,78.17,0.005982,8623.36,135,128,5433,717,67.37,0.003303
7.40E+11,40,1,1,66,10,40,0.006107,236.16,6,6,563,77,39.36,0.005228,1330.5,31,30,2125,270,44.35,0.006189,14344.26,306,294,27285,3623,48.79,0.007587
7.40E+11,400,11,10,225,89,40,0.06107,4125.93,95,83,1531,598,49.71,0.072327,16782.57,362,357,7106,2153,47.01,0.073644,171350.27,4566,3913,96185,29814,43.79,0.100979
7.40E+11,160,4,4,160,25,40,0.024428,979.91,35,29,907,207,33.79,0.025271,4456.34,154,139,4354,819,32.06,0.028674,27635.88,709,646,21491,3547,42.78,0.016671
7.40E+11,160,4,4,129,46,40,0.024428,990.25,30,25,991,292,39.61,0.021785,4226.25,155,125,4538,1532,33.81,0.025786,26579.72,684,668,21628,8652,39.79,0.017238
7.40E+11,560,9,8,226,55,70,0.048856,3798.74,75,62,1811,357,61.27,0.054027,21421.4,296,260,5810,1686,82.39,0.053634,178069.42,2918,2818,60323,21603,63.19,0.072721
7.40E+11,980,16,14,166,70,70,0.085498,6615.02,117,113,1363,402,58.54,0.098469,32209.1,408,385,4037,1951,83.66,0.07942,154882.2,2094,2046,19410,9492,75.7,0.052799
7.40E+11,1282.5,21,18,184,74,71.25,0.109926,8442.88,140,136,1241,427,62.08,0.118512,37556.74,573,493,5181,2537,76.18,0.101699,557714.88,7445,6304,56155,21600,88.47,0.16268
7.40E+11,152,2,2,168,48,76,0.012214,1119.17,16,13,961,382,86.09,0.011328,4268.6,81,70,5281,1614,60.98,0.01444,57152.64,758,618,51566,13545,92.48,0.015948
7.40E+11,85.5,1,1,33,8,85.5,0.006107,628.81,7,7,205,49,89.83,0.0061,2156.28,31,28,839,200,77.01,0.005776,26995.32,428,374,10394,3037,72.18,0.009651
7.40E+11,10.66,1,1,198,19,10.66,0.006107,62.28,6,6,1258,133,10.38,0.005228,356.4,28,27,6640,484,13.2,0.00557,577.72,45,44,7667,751,13.13,0.001135
7.40E+11,97.86,7,6,131,39,16.31,0.036642,655.6,47,44,937,338,14.9,0.038342,3324.16,276,224,4371,1246,14.84,0.046208,31950,2154,1875,34024,8189,17.04,0.048386
7.40E+11,36.9,1,1,80,9,36.9,0.006107,354.88,9,8,686,52,44.36,0.006971,1017.72,37,33,2812,334,30.84,0.006807,9277.8,262,210,15953,1780,44.18,0.005419
7.40E+11,313.7,12,10,183,69,31.37,0.06107,2605.8,103,86,1424,426,30.3,0.074941,14389.3,406,370,6264,2160,38.89,0.076326,118746.44,3507,3044,65795,26633,39.01,0.078553
7.40E+11,607.62,14,13,234,103,46.74,0.079391,5583.06,113,98,1758,857,56.97,0.085398,17638.56,520,432,6295,3471,40.83,0.089115,94053.42,2014,1854,36189,12973,50.73,0.047844
7.40E+11,94.08,8,8,111,33,11.76,0.048856,673.2,78,68,697,205,9.9,0.059256,2243.22,244,218,3335,984,10.29,0.04497,36091.2,3201,2920,43549,10159,12.36,0.075353
7.40E+11,45.66,2,2,91,12,22.83,0.012214,417.35,17,17,644,81,24.55,0.014814,1159.38,55,54,3379,299,21.47,0.011139,15985.91,932,827,41318,3618,19.33,0.021341
7.40E+11,441.72,12,12,117,56,36.81,0.073284,2600.72,84,76,1005,336,34.22,0.066227,15472.76,445,358,2869,1427,43.22,0.07385,152125.68,4570,4278,45300,22442,35.56,0.110398
7.40E+11,142.6,4,4,116,37,35.65,0.024428,897.52,27,26,780,290,34.52,0.022657,4389,147,133,4268,956,33,0.027436,43356.27,1191,1047,23539,7184,41.41,0.027019
7.40E+11,102.15,3,3,150,59,34.05,0.018321,737.84,27,23,1022,394,32.08,0.020042,3618.8,111,109,4674,1525,33.2,0.022485,22462.49,936,769,32199,15914,29.21,0.019845
7.40E+11,8.3,2,2,117,50,4.15,0.012214,47.85,12,11,699,400,4.35,0.009585,304.8,65,60,3682,1601,5.08,0.012377,2643.22,622,566,32626,17549,4.67,0.014606
7.40E+11,373.36,9,8,162,38,46.67,0.048856,1972,57,50,976,309,39.44,0.04357,7311.92,180,154,3333,622,47.48,0.031768,4823.88,144,122,3164,641,39.54,0.003148
7.40E+11,48.82,1,1,94,34,48.82,0.006107,394.8,8,8,761,254,49.35,0.006971,1284.7,30,29,3124,1067,44.3,0.005982,6097.56,124,119,12884,3221,51.24,0.003071
7.40E+11,147.55,14,13,230,88,11.35,0.079391,795.2,91,80,1847,557,9.94,0.069713,2943.45,258,211,3715,1535,13.95,0.043526,3492.58,324,266,4577,1410,13.13,0.006864
7.40E+11,211.54,7,7,163,57,30.22,0.042749,1699.99,47,47,975,345,36.17,0.040956,9497.62,267,253,5721,1841,37.54,0.05219,39068.15,1587,1415,42793,12800,27.61,0.036515
7.40E+11,68.22,2,2,174,18,34.11,0.012214,591.64,15,14,1402,112,42.26,0.0122,1881.5,64,53,6303,440,35.5,0.010933,24102.4,663,640,66734,7590,37.66,0.016516
7.40E+11,428.57,20,17,226,92,25.21,0.103819,2793.78,105,102,1454,757,27.39,0.088884,16401.12,607,564,8165,3382,29.08,0.116345,65415.6,3237,2692,39662,10708,24.3,0.06947
7.40E+11,183.15,10,9,246,52,20.35,0.054963,1204.96,68,68,2012,403,17.72,0.059256,7168.44,287,282,7019,1942,25.42,0.058173,42933.24,1946,1893,40294,9179,22.68,0.048851
7.40E+11,72.44,4,4,132,18,18.11,0.024428,407.44,27,22,963,112,18.52,0.019171,2667.72,133,132,3508,590,20.21,0.02723,8243.1,444,387,14972,1524,21.3,0.009987
7.40E+11,324,2,2,185,22,162,0.012214,1812.98,15,13,1154,177,139.46,0.011328,9493.44,77,66,6330,586,143.84,0.013615,30705.99,221,219,18027,2302,140.21,0.005651
7.40E+11,8.6,2,2,179,37,4.3,0.012214,46.92,13,12,1539,248,3.91,0.010457,317.4,65,60,6306,1102,5.29,0.012377,2351.44,716,646,50853,9794,3.64,0.016671
7.40E+11,23.94,11,9,168,46,2.66,0.054963,227.92,81,74,995,332,3.08,0.064484,866.4,339,304,5413,1722,2.85,0.062711,9283.77,3785,3557,63706,20482,2.61,0.091792
7.40E+11,463.84,16,13,197,66,35.68,0.079391,2472.93,92,81,1410,517,30.53,0.070584,14432.4,521,422,5312,2032,34.2,0.087053,73574.58,2183,1761,27506,7567,41.78,0.045444
74974310M,182.6,4,4,80,18,45.65,0.024428,1057.92,25,24,496,143,44.08,0.020914,4770.2,132,115,2532,446,41.48,0.023723,51404.6,1314,1105,20083,4333,46.52,0.028516
74974310M-1,26.62,1,1,39,6,26.62,0.006107,181.56,6,6,264,45,30.26,0.005228,876.67,30,29,1421,217,30.23,0.005982,9981.16,370,301,11583,2336,33.16,0.007768
74974310M-2,17.44,1,1,28,4,17.44,0.006107,109.38,7,6,177,25,18.23,0.005228,519.12,40,36,745,130,14.42,0.007426,9537.92,473,448,9226,1200,21.29,0.011561
74974310M-3,603.6,18,15,230,109,40.24,0.091605,3153.92,94,88,1596,618,35.84,0.076684,21238.44,599,493,7148,3242,43.08,0.101699,219128.82,5408,4462,79047,47015,49.11,0.115146
74974310M-4,39.55,5,5,228,55,7.91,0.030535,87.9,11,10,387,89,8.79,0.008714,98.2,12,10,562,135,9.82,0.002063,58.64,9,8,476,95,7.33,0.000206
7.51E+11,18.86,2,2,162,36,9.43,0.012214,134.24,17,16,912,298,8.39,0.013943,771.82,78,74,4650,1038,10.43,0.015265,1176.76,154,146,11703,3485,8.06,0.003768
7.51E+11,360,9,9,228,54,40,0.054963,2475.66,66,66,1812,328,37.51,0.057513,8672.72,245,238,6131,1392,36.44,0.049096,73114.22,2270,2146,54296,10792,34.07,0.055379
7.51E+11,396,4,4,158,23,99,0.024428,2553.46,27,26,943,152,98.21,0.022657,11404.8,117,110,5382,798,103.68,0.022691,16545.88,222,188,10127,1172,88.01,0.004852
7.51E+11,792,9,8,192,43,99,0.048856,6568.12,82,68,1512,352,96.59,0.059256,18779.04,230,207,6613,1458,90.72,0.042701,115948.82,986,949,22087,4880,122.18,0.02449
