Commerce Cloud Weekly Product Active Data,,,,,,,
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,68179.32,1052,891,27761,8902,76.52,0.022993
7.02E+11,284418,3793,3105,90728,34368,91.6,0.080127
7.02E+11,79975.22,990,871,35381,14596,91.82,0.022477
7.02E+11,707553.6,10359,9048,71822,31288,78.2,0.233492
7.02E+11,12307.68,170,168,6108,2156,73.26,0.004335
7.02E+11,199995.82,2268,2074,51714,14919,96.43,0.053521
7.02E+11,182425.65,2348,2185,39571,15478,83.49,0.056386
7.02E+11,11991.68,538,457,18811,3658,26.24,0.011793
7.02E+11,17829.6,1288,1140,64566,11257,15.64,0.029419
7.02E+11,13205.7,751,657,50327,9932,20.1,0.016954
7.02E+11,210913.56,1047,858,57225,18569,245.82,0.022141
7.02E+11,44672.25,2876,2667,17781,12871,16.75,0.068824
7.02E+11,1885850.04,5841,5106,79291,34987,369.34,0.131765
7.02E+11,193.5,12,10,617,71,19.35,0.000258
7.02E+11,14352.03,1581,1463,18552,7516,9.81,0.037754
7.02E+11,66385.98,2809,2322,85094,30865,28.59,0.059921
7.02E+11,12646.4,600,494,15296,3214,25.6,0.012748
7.02E+11,57302.94,1816,1761,22856,10858,32.54,0.045444
7.02E+11,181621.06,4258,3571,38224,10571,50.86,0.092153
7.02E+11,10084.66,963,859,15591,3380,11.74,0.022167
7.02E+11,8472.3,365,310,16559,5337,27.33,0.008
7.02E+11,266065.66,4018,3446,70162,21213,77.21,0.088927
7.02E+11,276986.6,3637,3014,29072,18694,91.9,0.077779
7.02E+11,9587.06,106,94,5154,1106,101.99,0.002426
7.02E+11,151911.63,1444,1413,26013,9213,107.51,0.036464
7.02E+11,3575.44,36,34,1177,111,105.16,0.000877
7.02E+11,261917.37,5292,4653,83937,29432,56.29,0.120075
7.02E+11,23569.16,349,284,5763,1254,82.99,0.007329
7.02E+11,170378.7,3242,2698,80296,32422,63.15,0.069624
7.02E+11,39147.84,846,736,77209,9101,53.19,0.018993
7.02E+11,68003.02,1484,1438,13957,5517,47.29,0.037109
7.02E+11,132246.36,2534,2532,28505,17720,52.23,0.065341
7.02E+11,98852.25,762,665,70717,16678,148.65,0.017161
7.02E+11,454213.48,5332,4403,49416,27277,103.16,0.113623
7.02E+11,419855.94,7054,5859,67567,34852,71.66,0.151197
7.02E+11,106587,1506,1300,53873,11487,81.99,0.033548
7.02E+11,18639.79,1327,1129,56797,14962,16.51,0.029135
7.02E+11,55582.22,2273,2033,53143,14351,27.34,0.052463
7.02E+11,38856.45,1404,1245,26145,7301,31.21,0.032128
7.02E+11,40304.22,242,237,3792,1131,170.06,0.006116
7.02E+11,132864.1,1085,947,28547,10060,140.3,0.024438
7.02E+11,16097.4,165,165,5914,2027,97.56,0.004258
7.02E+11,293317,2649,2141,38312,12942,137,0.05525
7.02E+11,11931.42,109,94,6712,1423,126.93,0.002426
7.02E+11,18932.71,871,751,34381,19617,25.21,0.01938
7.02E+11,37718.75,420,355,14462,2112,106.25,0.009161
7.02E+11,10285.51,332,289,7217,3326,35.59,0.007458
7.02E+11,8240.04,38,36,1334,256,228.89,0.000929
7.02E+11,37152,507,480,20210,3010,77.4,0.012387
7.02E+11,102706.34,2750,2398,33044,10502,42.83,0.061883
7.02E+11,151528.99,376,323,39207,4953,469.13,0.008335
7.02E+11,134847.24,127,121,21204,2418,1114.44,0.003123
7.02E+11,74524.86,181,162,5863,1051,460.03,0.004181
7.02E+11,6501635.49,4892,4559,83824,14871,1426.11,0.117649
7.02E+11,48189.6,1792,1455,30646,10758,33.12,0.037548
7.02E+11,99523.61,2806,2579,58797,17629,38.59,0.066553
7.02E+11,285082.2,4973,4061,59865,24324,70.2,0.104798
7.02E+11,8065.94,100,86,3520,1451,93.79,0.002219
7.02E+11,103917.2,2321,2174,71729,23316,47.8,0.056102
7.02E+11,76016.25,482,435,31780,3038,174.75,0.011226
7.02E+11,441060.4,3854,3398,79997,21381,129.8,0.087689
7.02E+11,219109.56,1695,1618,16775,7603,135.42,0.041754
7.02E+11,83006.6,939,905,33929,15038,91.72,0.023354
7.02E+11,98530.05,830,753,28896,5853,130.85,0.019432
7.02E+11,75954.2,1208,1195,16027,5585,63.56,0.030838
7.02E+11,622609.12,7894,6728,84131,32263,92.54,0.173622
7.02E+11,85968.54,1212,1197,28948,8037,71.82,0.03089
7.02E+11,26683.2,291,288,20317,2368,92.65,0.007432
7.02E+11,19112.38,229,211,10364,3460,90.58,0.005445
7.02E+11,147984.06,1523,1522,51812,7266,97.23,0.039277
7.02E+11,46698.3,488,477,17682,2805,97.9,0.012309
7.02E+11,112400.15,980,859,13259,3632,130.85,0.022167
7.02E+11,220343.44,2295,1864,38199,13039,118.21,0.048102
7.02E+11,96735.87,1109,891,21439,2949,108.57,0.022993
7.02E+11,240947.73,2210,1917,15369,7059,125.69,0.04947
7.02E+11,21334.72,223,209,17344,4022,102.08,0.005393
7.02E+11,26736,437,400,31722,3876,66.84,0.010322
7.02E+11,28487.5,598,530,25242,2684,53.75,0.013677
7.02E+11,100632.6,1716,1665,77685,26562,60.44,0.042967
7.02E+11,184647.76,2230,1961,28780,10494,94.16,0.050605
7.02E+11,17585.28,939,774,14520,3239,22.72,0.019974
7.02E+11,1157.2,46,44,3160,315,26.3,0.001135
7.02E+11,9104.97,236,191,10464,6392,47.67,0.004929
7.02E+11,12816.3,819,714,35455,9432,17.95,0.018425
7.02E+11,1327.41,52,43,806,257,30.87,0.00111
7.02E+11,13600.51,1495,1309,24969,5841,10.39,0.03378
7.02E+11,40965.6,1604,1515,19587,6676,27.04,0.039096
7.02E+11,82702.98,5833,5241,65789,29265,15.78,0.135249
7.02E+11,17210.9,969,805,7329,2975,21.38,0.020774
7.02E+11,118642.81,6239,5599,83677,45645,21.19,0.144487
7.02E+11,12475.93,855,839,18384,9715,14.87,0.021651
7.02E+11,13573.88,951,878,47317,16188,15.46,0.022658
7.02E+11,7831.88,367,337,13981,6218,23.24,0.008697
7.02E+11,23510.32,1463,1172,13153,6215,20.06,0.030245
7.02E+11,8368.48,475,386,27296,3504,21.68,0.009961
7.02E+11,59869.92,3507,2992,85428,19151,20.01,0.077211
7.02E+11,8079.32,239,212,4370,1705,38.11,0.005471
7.02E+11,59735.76,979,888,16073,5013,67.27,0.022916
7.02E+11,130171.2,2328,2256,37487,16482,57.7,0.058218
7.02E+11,9485.28,174,144,5410,2132,65.87,0.003716
7.02E+11,303926.48,5436,4433,66363,26926,68.56,0.114398
7.02E+11,8847.9,163,135,2132,800,65.54,0.003484
7.02E+11,25843.13,433,353,17690,2035,73.21,0.009109
7.02E+11,4850.26,71,62,3146,351,78.23,0.0016
7.02E+11,16944.4,246,220,6049,481,77.02,0.005677
7.02E+11,15023.38,112,106,3002,672,141.73,0.002735
7.02E+11,7683.66,1601,1377,62732,21103,5.58,0.035535
7.02E+11,54497.24,454,428,25029,9712,127.33,0.011045
7.02E+11,40302.7,344,305,31307,8802,132.14,0.007871
7.02E+11,611434.64,5402,5371,70993,23119,113.84,0.138604
7.02E+11,6517.85,64,61,2422,1017,106.85,0.001574
7.02E+11,66815.77,974,791,39982,10003,84.47,0.020412
7.02E+11,7439.43,76,73,3162,463,101.91,0.001884
7.02E+11,95952.3,1438,1189,15529,4696,80.7,0.030683
7.02E+11,98862.5,1413,1375,63291,8343,71.9,0.035483
7.02E+11,89071.92,1243,1204,39778,19322,73.98,0.03107
7.02E+11,9147.8,106,106,2937,432,86.3,0.002735
7.02E+11,73855.73,1842,1499,16686,10313,49.27,0.038683
7.02E+11,72401.82,2789,2399,37036,10726,30.18,0.061908
7.02E+11,7419.24,528,444,30599,3762,16.71,0.011458
7.02E+11,2368.52,86,77,4998,939,30.76,0.001987
7.02E+11,11331.6,822,710,16299,8502,15.96,0.018322
7.02E+11,17023.3,3109,2930,71370,22837,5.81,0.075611
7.02E+11,87854.52,3979,3679,64034,25371,23.88,0.09494
7.02E+11,864,222,180,24725,3695,4.8,0.004645
7.02E+11,15996,700,645,29422,12676,24.8,0.016645
7.02E+11,4070,106,88,4588,898,46.25,0.002271
7.02E+11,11326.14,618,534,9459,3159,21.21,0.01378
7.02E+11,8243.1,234,213,22050,4340,38.7,0.005497
7.02E+11,142992.08,1787,1529,75362,16795,93.52,0.039457
7.02E+11,145912.5,265,225,12741,6233,648.5,0.005806
7.02E+11,481633.92,678,576,15066,3529,836.17,0.014864
7.02E+11,145606.84,1567,1369,14064,4562,106.36,0.035328
7.02E+11,42395.34,1054,962,48073,14708,44.07,0.024825
7.02E+11,27990.9,646,630,60660,9115,44.43,0.016258
7.02E+11,1381.58,79,74,5808,515,18.67,0.00191
7.02E+11,24272.28,353,353,59665,10414,68.76,0.009109
7.02E+11,43983.06,807,647,10491,4049,67.98,0.016696
7.02E+11,3447,74,60,3387,692,57.45,0.001548
7.02E+11,65918.44,1482,1316,32576,7590,50.09,0.033961
7.02E+11,100166,1600,1570,45141,8321,63.8,0.040515
7.02E+11,124100.08,1072,871,11671,5062,142.48,0.022477
7.02E+11,45073.32,776,636,42893,6204,70.87,0.016413
7.02E+11,180409.02,1328,1298,20140,6789,138.99,0.033496
7.02E+11,15637.2,169,157,29740,5033,99.6,0.004052
7.02E+11,177412.41,2900,2331,62756,28551,76.11,0.060154
7.02E+11,143221.68,2258,1884,58807,14453,76.02,0.048618
7.02E+11,342585.6,3966,3360,88113,28817,101.96,0.086708
7.02E+11,32589.26,542,451,35875,3763,72.26,0.011638
7.02E+11,8585,125,125,17720,2561,68.68,0.003226
7.02E+11,8778.3,147,145,14369,2584,60.54,0.003742
7.02E+11,11866,207,170,9175,1113,69.8,0.004387
7.02E+11,23786.4,410,374,16358,7971,63.6,0.009651
7.02E+11,88326.99,1431,1181,67273,16766,74.79,0.030477
7.02E+11,320298,3287,3165,35897,15777,101.2,0.081676
7.02E+11,216872.88,6604,5411,86817,15882,40.08,0.139636
7.02E+11,13250.64,1986,1612,49522,10369,8.22,0.041599
7.02E+11,2742.05,937,865,51726,8087,3.17,0.022322
7.02E+11,3668.6,95,85,17435,2689,43.16,0.002194
7.02E+11,3075.15,106,95,3638,1047,32.37,0.002452
7.02E+11,31286.97,698,561,26017,4766,55.77,0.014477
7.02E+11,1430229.62,6799,5758,72218,32563,248.39,0.14859
7.02E+11,1612389.82,1142,1037,45253,5080,1554.86,0.026761
7.02E+11,32020.56,1047,858,13211,5528,37.32,0.022141
7.02E+11,30639.95,103,85,2886,646,360.47,0.002194
7.02E+11,294618.92,881,766,38747,8466,384.62,0.019767
7.02E+11,35907.84,3534,3117,38297,13193,11.52,0.080437
7.02E+11,91148,460,400,10629,2366,227.87,0.010322
7.02E+11,4347.68,119,116,5059,739,37.48,0.002993
7.02E+11,834469.65,358,357,25546,3777,2337.45,0.009213
7.02E+11,15631.2,371,360,6286,2114,43.42,0.00929
7.02E+11,18666.34,617,527,14610,2734,35.42,0.0136
7.02E+11,34435.38,3705,3521,54133,15380,9.78,0.090863
7.02E+11,1947.28,410,404,14154,6280,4.82,0.010426
7.02E+11,44910.49,1108,989,13665,4256,45.41,0.025522
7.02E+11,146809.92,2932,2928,75821,12584,50.14,0.07556
7.02E+11,78103.76,439,422,24200,4236,185.08,0.01089
7.02E+11,790011.42,1498,1258,27826,9680,627.99,0.032464
7.02E+11,1346.94,156,126,3824,879,10.69,0.003252
7.02E+11,10120.78,222,206,5403,1352,49.13,0.005316
7.02E+11,55633.59,2801,2439,36811,15611,22.81,0.062941
7.02E+11,1222.44,619,501,16538,4014,2.44,0.012929
7.02E+11,8117.4,457,415,9932,2381,19.56,0.010709
7.02E+11,44029.26,1323,1202,67081,12302,36.63,0.031019
7.02E+11,967.68,61,56,3274,297,17.28,0.001445
7.02E+11,16587.48,737,651,14597,5627,25.48,0.0168
7.02E+11,34741.72,4436,3692,75097,24365,9.41,0.095275
7.02E+11,2053.18,300,251,5603,1627,8.18,0.006477
7.02E+11,39825.24,8392,6773,53473,31279,5.88,0.174783
7.02E+11,4750.02,217,198,3128,1446,23.99,0.00511
7.02E+11,44048.52,1214,1116,11284,4729,39.47,0.028799
7.02E+11,187559.3,5387,5270,54885,21362,35.59,0.135997
7.02E+11,64787.95,3560,3331,46769,12700,19.45,0.08596
7.02E+11,112779.68,4486,3676,60251,21794,30.68,0.094863
7.02E+11,90534.78,2160,1806,49567,12827,50.13,0.046605
7.02E+11,55881.72,1397,1173,50240,5307,47.64,0.03027
7.02E+11,22990.52,2073,1747,44331,16255,13.16,0.045083
7.02E+11,223766.34,2887,2751,44682,13867,81.34,0.070992
7.02E+11,21225.6,240,220,3404,2281,96.48,0.005677
7.02E+11,41990,620,520,25363,9550,80.75,0.013419
7.02E+11,40824.18,752,674,7913,4436,60.57,0.017393
7.02E+11,15907.5,391,350,23620,2067,45.45,0.009032
7.02E+11,48220.2,1074,860,26863,7184,56.07,0.022193
7.02E+11,296205,4181,4030,92151,38371,73.5,0.103998
7.02E+11,92405.34,1912,1899,17918,9817,48.66,0.049005
7.02E+11,298947.54,1765,1542,58246,16008,193.87,0.039793
7.02E+11,203798.56,2625,2512,76674,17692,81.13,0.064824
7.02E+11,70616,2800,2425,23362,11392,29.12,0.062579
7.02E+11,39071.6,487,424,4478,1779,92.15,0.010942
7.02E+11,97449.56,1038,971,38628,11165,100.36,0.025058
7.02E+11,49246.08,694,624,31763,11987,78.92,0.016103
7.02E+11,45122.61,697,689,19247,4064,65.49,0.01778
7.02E+11,4566.24,66,63,4494,561,72.48,0.001626
7.02E+11,161323.4,3213,2780,38514,9265,58.03,0.07174
7.02E+11,593487.65,6993,6965,73638,27437,85.21,0.179738
7.02E+11,64326.42,970,857,11882,4337,75.06,0.022116
7.02E+11,105032.4,2258,2180,33048,12613,48.18,0.056257
7.02E+11,148123.44,3602,3018,63345,25654,49.08,0.077882
7.02E+11,25528.92,1082,916,11424,3971,27.87,0.023638
7.02E+11,45311.29,918,799,43109,6905,56.71,0.020619
7.02E+11,8754562.96,3812,3212,56964,18568,2725.58,0.082889
7.02E+11,8159.4,1615,1511,34896,7818,5.4,0.038993
7.02E+11,105939.85,1924,1741,18883,6989,60.85,0.044928
7.02E+11,424019.25,2016,1791,37434,16873,236.75,0.046218
7.02E+11,2336.45,84,83,3130,1276,28.15,0.002142
7.02E+11,30958.38,1043,879,90639,24672,35.22,0.022683
7.02E+11,8795.29,396,323,18324,6444,27.23,0.008335
7.02E+11,118047.86,358,326,4109,1649,362.11,0.008413
7.02E+11,19113.9,189,174,8646,954,109.85,0.00449
7.02E+11,7577.46,318,267,9503,3274,28.38,0.00689
7.02E+11,24278.04,345,306,29359,3465,79.34,0.007897
7.02E+11,19329,433,425,42037,4994,45.48,0.010968
7.02E+11,3328.1,28,23,1374,283,144.7,0.000594
7.02E+11,189701.66,443,422,25119,4923,449.53,0.01089
7.02E+11,74037.04,1679,1666,29553,7851,44.44,0.042993
7.02E+11,10884,1969,1814,47966,15389,6,0.046812
7.02E+11,43325.25,1670,1525,36248,13578,28.41,0.039354
7.02E+11,8989.2,740,660,35994,8108,13.62,0.017032
7.02E+11,133407.9,4650,4086,83991,29116,32.65,0.105443
7.02E+11,18349.65,394,363,56435,6507,50.55,0.009368
7.02E+11,1005.12,82,72,1469,571,13.96,0.001858
7.02E+11,49842.27,1527,1509,26183,14087,33.03,0.038941
7.02E+11,50858.46,626,522,69982,10260,97.43,0.013471
7.02E+11,21463.02,261,258,6335,1786,83.19,0.006658
7.02E+11,28027.8,331,276,14565,6137,101.55,0.007122
7.02E+11,5627.52,83,72,760,278,78.16,0.001858
7.02E+11,23327.89,284,257,21513,8292,90.77,0.006632
7.02E+11,135525.87,2897,2817,34703,11840,48.11,0.072695
7.02E+11,3399423.9,1416,1347,30068,8983,2523.7,0.034761
7.02E+11,3963.36,210,184,2723,1385,21.54,0.004748
7.02E+11,65977.12,3999,3946,49143,17137,16.72,0.10183
7.02E+11,32309.68,5749,4888,79408,17425,6.61,0.126139
7.02E+11,138.65,53,47,2961,587,2.95,0.001213
7.02E+11,10568.32,342,337,6227,2557,31.36,0.008697
7.02E+11,59484.78,1528,1509,23863,9583,39.42,0.038941
7.02E+11,25540.23,1689,1401,38077,12999,18.23,0.036154
7.02E+11,276320.24,1708,1708,28357,16033,161.78,0.044077
7.02E+11,72432.96,1625,1576,58549,19189,45.96,0.04067
7.02E+11,7566.68,119,116,6779,997,65.23,0.002993
7.02E+11,74440.64,743,706,24961,7765,105.44,0.018219
7.02E+11,182700.3,2331,2045,23640,12048,89.34,0.052773
7.02E+11,234968.58,2110,2079,71633,37033,113.02,0.05365
7.02E+11,27740.6,413,340,13563,3291,81.59,0.008774
7.02E+11,85377.6,1175,990,18977,4976,86.24,0.025548
7.02E+11,13178.59,154,139,3829,2089,94.81,0.003587
7.02E+11,6690.18,58,51,1962,892,131.18,0.001316
7.02E+11,61580.32,546,482,37154,4132,127.76,0.012438
7.02E+11,59416.12,990,892,48037,14830,66.61,0.023019
7.02E+11,334687.92,1098,904,10851,4867,370.23,0.023329
7.02E+11,43979.4,658,530,22337,5155,82.98,0.013677
7.02E+11,327625.76,4261,3799,55020,23402,86.24,0.098037
7.02E+11,58184.1,667,585,27366,4131,99.46,0.015096
7.02E+11,203758.4,2108,1735,21155,9380,117.44,0.044773
7.02E+11,36144,308,300,27363,3496,120.48,0.007742
7.02E+11,125539.87,2053,1663,44934,8704,75.49,0.042915
7.02E+11,111019.98,1666,1591,54126,21261,69.78,0.041057
7.02E+11,90983.2,1222,1078,43697,6499,84.4,0.027819
7.02E+11,26426.4,722,616,13491,5574,42.9,0.015896
7.02E+11,54947.88,4452,3582,76743,19311,15.34,0.092437
7.02E+11,7934.14,196,191,5171,1812,41.54,0.004929
7.02E+11,22429.62,1307,1059,46619,13257,21.18,0.027328
7.02E+11,9944.61,1786,1677,16615,8950,5.93,0.043277
7.02E+11,62149.5,1600,1575,31459,10102,39.46,0.040644
7.02E+11,45904.59,2854,2329,32725,10943,19.71,0.060102
7.02E+11,14712.26,355,298,21317,2768,49.37,0.00769
7.02E+11,1584.74,177,158,8763,1589,10.03,0.004077
7.02E+11,18721.66,2104,1861,90294,15323,10.06,0.048025
7.02E+11,10502.9,969,827,40928,12739,12.7,0.021341
7.02E+11,37091.2,1610,1384,93501,20668,26.8,0.035715
7.02E+11,7137,475,450,73371,8157,15.86,0.011613
7.02E+11,201446.05,4116,3923,44309,21771,51.35,0.101237
7.02E+11,17226.4,1931,1765,34146,8730,9.76,0.045547
7.02E+11,165102.3,4160,3706,89872,14925,44.55,0.095637
7.02E+11,15569.4,1651,1348,30596,8716,11.55,0.034786
7.02E+11,15062.52,22,22,429,112,684.66,0.000568
7.02E+11,5301.69,287,237,7943,2831,22.37,0.006116
7.02E+11,101840.34,658,602,53485,15564,169.17,0.015535
7.02E+11,6696.8,1021,880,17976,7325,7.61,0.022709
7.02E+11,63951.12,1939,1668,85234,15994,38.34,0.043044
7.02E+11,22119.09,924,861,14478,6409,25.69,0.022219
7.02E+11,38066.3,450,382,4882,2263,99.65,0.009858
7.02E+11,12166,429,385,8844,2373,31.6,0.009935
7.02E+11,90183.34,2074,1742,63989,11590,51.77,0.044954
7.02E+11,8368.08,772,714,47703,5169,11.72,0.018425
7.02E+11,120121.91,10985,9319,77680,36678,12.89,0.240485
7.02E+11,702981.4,1288,1060,17152,5361,663.19,0.027354
7.02E+11,82162.5,5408,4375,54154,23459,18.78,0.112901
7.02E+11,12459.72,2898,2548,40797,14988,4.89,0.065753
7.02E+11,4568.4,444,376,18612,7800,12.15,0.009703
7.02E+11,148988,1088,952,63749,4705,156.5,0.024567
7.02E+11,14395.96,307,284,4828,2050,50.69,0.007329
7.02E+11,17799.86,481,446,19579,2737,39.91,0.011509
7.02E+11,707.38,245,226,8522,2301,3.13,0.005832
7.02E+11,140069.64,4119,3418,87805,14993,40.98,0.088205
7.02E+11,9924.4,2126,1720,39138,7286,5.77,0.044386
7.02E+11,3831.6,188,186,4717,938,20.6,0.0048
7.02E+11,62185.02,1410,1182,18451,8566,52.61,0.030503
7.02E+11,21020.84,1925,1627,38728,12130,12.92,0.041986
7.02E+11,145478.29,3432,3359,85206,16422,43.31,0.086682
7.02E+11,135161.56,4205,3518,55594,24592,38.42,0.090785
7.02E+11,6759.2,1411,1360,38773,7700,4.97,0.035096
7.02E+11,49381.62,566,542,12033,4728,91.11,0.013987
7.02E+11,103841.19,2754,2547,73171,22936,40.77,0.065728
7.02E+11,47938.8,829,728,32266,14416,65.85,0.018787
7.02E+11,151164,1530,1368,36348,11065,110.5,0.035302
7.02E+11,434355.02,322,263,13100,1859,1651.54,0.006787
7.02E+11,17587.35,217,209,10380,4103,84.15,0.005393
7.02E+11,74005.47,1336,1239,43539,14341,59.73,0.031974
7.02E+11,123027.84,1829,1488,23011,8286,82.68,0.038399
7.02E+11,10528.65,142,135,6535,1219,77.99,0.003484
7.02E+11,92011.31,1626,1411,22354,8884,65.21,0.036412
7.02E+11,277954.48,4545,3868,40602,14745,71.86,0.099817
7.02E+11,545929.11,3755,3681,61413,28947,148.31,0.094992
7.02E+11,311850.56,2835,2576,30725,12256,121.06,0.066476
7.02E+11,279236.55,2509,2481,28694,12052,112.55,0.064024
7.02E+11,37770.68,489,436,3740,1945,86.63,0.011251
7.02E+11,13777.5,192,167,5038,888,82.5,0.00431
7.02E+11,157920.16,1066,922,18070,4838,171.28,0.023793
7.02E+11,105063.84,1041,1008,23637,6172,104.23,0.026012
7.02E+11,1261630.7,1330,1210,22812,8272,1042.67,0.031225
7.02E+11,191356.22,421,418,10263,1207,457.79,0.010787
7.02E+11,1796303.29,3247,2837,31309,13120,633.17,0.073211
7.02E+11,55050.71,162,137,16199,1893,401.83,0.003535
7.02E+11,190155.42,3312,3211,33441,13569,59.22,0.082863
7.02E+11,30332.88,1934,1674,57889,18249,18.12,0.043199
7.02E+11,7787.64,907,889,16171,6528,8.76,0.022941
7.02E+11,2583.1,80,65,1541,513,39.74,0.001677
7.02E+11,25362.75,532,525,24322,6516,48.31,0.013548
7.02E+11,63075.87,1898,1521,48552,9862,41.47,0.039251
7.02E+11,1006.4,74,68,2193,705,14.8,0.001755
7.02E+11,9533.14,268,218,46443,5137,43.73,0.005626
7.02E+11,159875.4,4854,3977,80938,21651,40.2,0.10263
7.02E+11,9045.42,267,246,24542,6970,36.77,0.006348
7.02E+11,10804.03,5532,4483,83532,37433,2.41,0.115688
7.02E+11,62740.85,1627,1565,55518,9791,40.09,0.040386
7.02E+11,23543.6,950,829,19164,6166,28.4,0.021393
7.02E+11,7393.84,251,232,6835,2174,31.87,0.005987
7.02E+11,76792.8,3523,2940,62200,18142,26.12,0.075869
7.02E+11,77842.05,2175,2101,63162,17773,37.05,0.054218
7.02E+11,9579.57,1121,957,13301,6763,10.01,0.024696
7.02E+11,71780.12,1599,1492,76426,29650,48.11,0.038502
7.02E+11,13463.56,444,407,17740,5830,33.08,0.010503
7.02E+11,1130.96,153,134,4646,1433,8.44,0.003458
7.02E+11,16889.84,1201,1129,66672,22279,14.96,0.029135
7.02E+11,11486.15,633,533,13308,2472,21.55,0.013755
7.02E+11,13315.84,1663,1648,28972,12741,8.08,0.042528
7.02E+11,2743.44,81,69,2011,480,39.76,0.001781
7.02E+11,5738.39,1747,1673,59828,9383,3.43,0.043173
7.02E+11,4624.64,129,128,10255,1480,36.13,0.003303
7.02E+11,3392.48,905,728,55167,8061,4.66,0.018787
7.02E+11,57687.45,3767,3635,44975,17138,15.87,0.093805
7.02E+11,69572.6,1605,1286,39160,13452,54.1,0.033186
7.02E+11,1096.8,24,24,1074,123,45.7,0.000619
7.02E+11,22005.48,835,714,22888,3203,30.82,0.018425
7.02E+11,7057.74,538,453,12352,3901,15.58,0.01169
7.02E+11,10496.98,984,859,12234,4182,12.22,0.022167
7.02E+11,319561.38,8125,6519,66116,26027,49.02,0.168229
7.02E+11,45568.04,2841,2429,44298,16492,18.76,0.062683
7.02E+11,79728.2,3288,2942,24907,10185,27.1,0.075921
7.02E+11,258.6,10,10,253,70,25.86,0.000258
7.02E+11,94465.91,5018,4109,62485,11644,22.99,0.106037
7.02E+11,105590.4,1194,960,43002,13817,109.99,0.024774
7.02E+11,18855.84,394,326,8433,2173,57.84,0.008413
7.02E+11,74119.41,1254,1059,49176,20648,69.99,0.027328
7.02E+11,5208.93,97,93,4188,408,56.01,0.0024
7.02E+11,25014.42,500,486,12387,6958,51.47,0.012542
7.02E+11,228398.55,3893,3327,58834,18575,68.65,0.085856
7.02E+11,16405.07,317,293,7086,4125,55.99,0.007561
7.02E+11,134481.6,2357,2264,73982,30694,59.4,0.058425
7.02E+11,8532.72,128,126,2742,950,67.72,0.003252
7.02E+11,16596.42,310,307,31049,2812,54.06,0.007922
7.02E+11,13412,309,280,21323,2936,47.9,0.007226
7.02E+11,8919.17,178,157,4055,1142,56.81,0.004052
7.02E+11,71821.44,1231,1011,14811,5027,71.04,0.02609
7.02E+11,1985.85,31,27,896,133,73.55,0.000697
7.02E+11,36632.05,494,415,18339,5144,88.27,0.010709
7.02E+11,149649.78,2055,1761,80043,25865,84.98,0.045444
7.02E+11,30774,583,575,39872,15649,53.52,0.014838
7.02E+11,77270.9,668,661,9187,3501,116.9,0.017058
7.02E+11,117733.5,2090,1710,56350,16569,68.85,0.044128
7.02E+11,10257.09,162,159,7010,2453,64.51,0.004103
7.02E+11,123232.32,2898,2517,37810,17078,48.96,0.064953
7.02E+11,34623.6,2738,2365,40500,14855,14.64,0.061031
7.02E+11,6016.4,364,338,33948,10133,17.8,0.008722
7.02E+11,6271.86,995,822,30608,5918,7.63,0.021212
7.02E+11,8817.89,1120,1051,44407,12672,8.39,0.027122
7.02E+11,24932.46,808,667,53641,6196,37.38,0.017213
7.02E+11,129448.96,4360,4192,50516,16551,30.88,0.108178
7.02E+11,83206.08,2888,2672,59993,15244,31.14,0.068953
7.02E+11,2486,95,88,6885,2618,28.25,0.002271
7.02E+11,3519.51,1306,1139,18580,6411,3.09,0.029393
7.02E+11,34740.72,894,732,20927,3610,47.46,0.01889
7.02E+11,36111.46,946,917,44313,20665,39.38,0.023664
7.02E+11,8404.08,450,361,6499,1679,23.28,0.009316
7.02E+11,14871.96,768,758,31473,12530,19.62,0.019561
7.02E+11,12140,1095,1000,34161,13597,12.14,0.025806
7.02E+11,4320.12,240,222,7729,2342,19.46,0.005729
7.02E+11,2424.36,379,356,17838,4759,6.81,0.009187
7.02E+11,57883.98,3112,2814,55210,25932,20.57,0.072618
7.02E+11,6387.04,246,209,12509,2321,30.56,0.005393
7.02E+11,13892.55,951,917,14483,5228,15.15,0.023664
7.02E+11,3572.19,200,171,5671,1093,20.89,0.004413
7.02E+11,1178.84,60,52,5035,430,22.67,0.001342
7.02E+11,2548.9,80,71,2160,758,35.9,0.001832
7.02E+11,268434.27,7676,7401,80018,44601,36.27,0.19099
7.02E+11,4622.1,168,155,15108,2449,29.82,0.004
7.02E+11,53418.42,623,621,7481,2335,86.02,0.016025
7.02E+11,47516.49,780,651,59262,4585,72.99,0.0168
7.02E+11,207222.18,2795,2783,34221,14215,74.46,0.071818
7.02E+11,26912.55,412,361,5692,2634,74.55,0.009316
7.02E+11,103428.51,447,417,17640,2609,248.03,0.010761
7.02E+11,7257.95,38,35,1489,228,207.37,0.000903
7.02E+11,78331.11,838,741,14371,4145,105.71,0.019122
7.02E+11,952785.12,8807,7728,107448,32322,123.29,0.199428
7.02E+11,82580.68,1131,926,26152,9454,89.18,0.023896
7.02E+11,89.1,3,3,321,43,29.7,0.000077
7.02E+11,21751.99,885,793,22956,7190,27.43,0.020464
7.02E+11,30579.16,1033,934,34274,14920,32.74,0.024103
7.02E+11,77738.4,788,720,37246,6141,107.97,0.01858
